1.404013028614723908e+03,2.604877330739955141e+03,1.365980355270816062e+03,1.386986179503043104e+03,2.659135996617481396e+03,1.238883830981128995e+03
5.199178603765996741e+03,1.367413789465531181e+03,1.623541836122254836e+03,5.232724423494462826e+03,1.502546556340547113e+03,1.624662637374863607e+03
4.867795588938837682e+03,1.627538078929950416e+03,1.726155422825321921e+03,4.918017927353035702e+03,1.743677804989030165e+03,1.668045839664438063e+03
3.280123044525142632e+03,2.478745376202690750e+03,1.072254620713004670e+03,3.357383733892250348e+03,2.435255336692508990e+03,9.648914741406258599e+02
1.255680312344972890e+03,3.959467449285869407e+03,1.299978222508634644e+03,1.159704998387086562e+03,3.876458721903567948e+03,1.242656907196999327e+03
2.796250010091927834e+03,6.050280943742072850e+02,1.563506060992922130e+03,2.657775279941105964e+03,5.940391873173598469e+02,1.573068274719512374e+03
4.236497430123527010e+03,2.377989719751992197e+03,1.698493982818437644e+03,4.294187276405633384e+03,2.459164317160179962e+03,1.795807955461453275e+03
5.951145633829755752e+03,1.354158638869657352e+03,2.090474955568628047e+03,5.958820983447659273e+03,1.450832736562613263e+03,2.190388171628845612e+03
1.030583702722277394e+03,7.251730601169216243e+03,7.140803279345705050e+02,9.071582965724984433e+02,7.307641461702650304e+03,7.461363365939945425e+02
3.842093628771194290e+03,3.427254074974882769e+03,1.302673485039737216e+03,3.826698035524497300e+03,3.290203035546774117e+03,1.321841980031710591e+03
3.631991716128361531e+03,1.283876358219261647e+03,1.725446072185867251e+03,3.719125594562571678e+03,1.392001424093021797e+03,1.715243118750351186e+03
2.395954047429826460e+03,8.817344214976439616e+03,2.405012400712463432e+02,2.364135430012178404e+03,8.861955316855905039e+03,3.685046309432431713e+02
4.805097682079558012e+02,4.298813886142067531e+03,3.165387563582995085e+02,4.916115984855604211e+02,4.416567309204602680e+03,3.900120414457566085e+02
2.040455580535653780e+03,8.855782285222778228e+03,5.123699127094080268e+02,2.059977139552624521e+03,8.778008217740321925e+03,3.985386952829869642e+02
1.565585773092313730e+03,7.166316049668780579e+03,4.984320279045199413e+02,1.582541799946835454e+03,7.281108363198729421e+03,4.214732024993033974e+02
1.131065298850650834e+03,7.775455182696271550e+03,5.125128521699330122e+02,1.246849209411014954e+03,7.816136619661383520e+03,4.467363393267969514e+02
5.206992531845687608e+02,2.545168147651706931e+03,8.100697523398450812e+02,3.984031618631421452e+02,2.479572491571095270e+03,8.213975434244030112e+02
2.023726246135669044e+03,7.851533453726175139e+03,9.456522210794565808e+02,1.899808225037951388e+03,7.913986022319454605e+03,9.341873345415424410e+02
4.466167660449797040e+03,4.934656340232587354e+03,1.065334731833928799e+03,4.458799713416536179e+03,4.990686124547353756e+03,9.380797927307419286e+02
3.580637628261660211e+03,2.761187315840768861e+03,1.131767176791488509e+03,3.605564120359874323e+03,2.765966041941080221e+03,9.948610897517374951e+02
4.398895261326407308e+03,1.442177447446470069e+03,1.330898746815134018e+03,4.283320657931772985e+03,1.517598480767494948e+03,1.349381757472545360e+03
1.572277842665044091e+03,2.335371771869000895e+03,1.206991767379347039e+03,1.466899392317258844e+03,2.412156505141847902e+03,1.255847983345353441e+03
4.832072573550954075e+03,4.665335922429568200e+03,1.448489732886529509e+03,4.756811818661227335e+03,4.782471904866688419e+03,1.446933040264528245e+03
5.660662492145542046e+02,1.586500167883267750e+03,1.432834127954691439e+03,6.378386611775857773e+02,1.705765267237545686e+03,1.436298208932823172e+03
3.598394118873003663e+03,4.695248602237513296e+03,1.576778844116147866e+03,3.533216254817697973e+03,4.575753533131849508e+03,1.547449381171511732e+03
4.657005480630763486e+03,4.067510898597288360e+02,1.947476404259869014e+03,4.736176224086595539e+03,2.957358772914238330e+02,1.919279616161490139e+03
1.178040094063211654e+03,3.702313837715701538e+03,5.734899180955841302e+02,1.289467018584260813e+03,3.766073120887462210e+03,6.273994460215787967e+02
4.332817078757974514e+02,6.634407575750959950e+03,4.148932390975871272e+02,5.436492927617276791e+02,6.558791636257315986e+03,3.763099680991266496e+02
3.094007260663307989e+03,7.909897973575705691e+03,4.985143384577422694e+02,3.144708076030173288e+03,7.849034082597577253e+03,6.130239755898960539e+02
2.268516591313300523e+03,7.173741157090086745e+03,5.846915549675618422e+02,2.207385087584205849e+03,7.236677928230110410e+03,6.928088292131143362e+02
1.916230047600946818e+03,2.130557602908065292e+03,8.536955382096891753e+02,1.843963809209300962e+03,2.135992368237630217e+03,7.348027418991709965e+02
2.454063358771451931e+03,2.611068380248113044e+03,1.175436900386712978e+03,2.331294894938618199e+03,2.646403849059541699e+03,1.120058639019974862e+03
2.146683658502166054e+03,1.882843849157429304e+03,1.451783128298107385e+03,2.133330486590317378e+03,1.771731672004047141e+03,1.368938576346105037e+03
